Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric,Numeric
CDt,CDs,Mb,Mp,dv00,dv01,dv02,dv03,dv04,dv05,dv06,dv07,dv08,dv09,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,dv21,dv22,dv23,dv24,dv25,dv26,dv27,dv28,dv29,dv30,dv31,dv32,dv33,dv34,dv35,dv36,dv37,dv38,dv39,dv40,dv41,dv42,dv43,dv44,dv45,dv46,dv47,dv48,dv49,dv50,dv51,dv52,dv53,dv54,dv55,dv56,dv57,dv58,dv59,dv60,dv61,dv62,dv63,dv64,dv65,dv66,dv67,dv68,dv69,dv70,dv71
0.728026374,0.926399219,0.051374399,0.130647628,0.17760678,0.06162046,0.24430825,0.20160761,0.33623227,0.69847721,0.33037388,0.5759415,0.17850009,0.23921314,0.22495383,0.53033751,0.30144843,0.37315878,0.33142167,0.5594514,0.27410451,0.27291399,0.24438627,0.41796649,0.24440205,0.45290691,0.2666308,0.2672011,0.18993306,0.23793337,0.5275985,0.55076039,0.29005307,0.43209773,0.44795057,0.53087813,0.29948273,0.58466023,0.06612695,0.68234086,0.29935956,0.52056295,0.58845586,0.2,0.50375974,0.20921986,0.52486992,0.16105388,0.69478828,0.36626321,0.2,0.64942986,0.09686274,0.49304891,0.49199,0.4582532,0.50973701,0.2,0.50056779,0.46171099,0.05986298,0.83929753,0.40262756,0.5,0.23013993,0.45317027,0.06930546,0.71217173,0.37660855,0.5,0.41238263,0.4026795,0.11839221,0.70240706,0.72015065,0.5
0.633410989,0.699489844,0.097109256,0.210864527,0.13866261,0.15350401,0.49649903,0.39757764,0.33408669,0.66863149,0.40899298,0.71677089,0.18784925,0.36495361,0.14397301,0.70087445,0.36591122,0.54264379,0.37144652,0.50834447,0.15651329,0.31457317,0.35459015,0.35782221,0.1635828,0.46331021,0.35288122,0.28872353,0.21750195,0.30639914,0.5657239,0.49901238,0.28246659,0.37787607,0.49622044,0.55200642,0.33244896,0.56633037,0.21589075,0.64786834,0.28619328,0.63716,0.68319774,0.2,0.51748234,0.15752503,0.55589992,0.14063515,0.56316715,0.43887177,0.2,0.59139979,0.20725742,0.37999269,0.38025242,0.54598582,0.70618057,0.2,0.46415979,0.48213547,0.04768306,0.76160663,0.5909307,0.5,0.19678456,0.43431252,0.04954557,0.7458691,0.52693498,0.5,0.40651315,0.39476568,0.19186711,0.68830007,0.82388306,0.5
0.635183516,0.850253906,0.066601765,0.143681594,0.16963682,0.13467993,0.32792321,0.2224507,0.33065364,0.63703233,0.32246804,0.64201224,0.24670012,0.52530712,0.28431645,0.26266101,0.34891167,0.46657199,0.59666526,0.66926396,0.13909593,0.21621124,0.21205679,0.19311903,0.27033892,0.47944352,0.39504325,0.3056075,0.20810035,0.39309192,0.46477216,0.65807933,0.45937407,0.52508426,0.14658873,0.70739967,0.38805288,0.41403353,0.08432036,0.56783438,0.16985507,0.62445903,0.89976424,0.60000002,0.60708565,0.06861355,0.52887499,0.20125428,0.74185926,0.45227575,0.60000002,0.52279288,0.34703267,0.37337181,0.32115901,0.75717872,0.60863435,0.60000002,0.49489385,0.48156074,0.09811728,0.67664582,0.38291484,0.30000001,0.48525411,0.35032183,0.03901684,0.84299827,0.30257314,0.30000001,0.31123731,0.34938735,0.12014785,0.86103743,0.43748131,0.30000001
0.431834066,0.612635156,0.180996772,0.250926284,0.18758468,0.28378117,0.62427264,0.45789626,0.29834872,0.56832546,0.3801116,0.3881126,0.27081087,0.46704847,0.13085349,0.44478011,0.32135963,0.46741712,0.43523142,0.46762577,0.26545721,0.22413932,0.27360165,0.18316525,0.27864707,0.4988243,0.32229915,0.24330589,0.29057109,0.31907684,0.50277638,0.63623589,0.45637003,0.45424026,0.42942467,0.79908085,0.42706427,0.41286775,0.11215445,0.62631881,0.31803107,0.69780356,0.69386029,0.60000002,0.51560438,0.06933843,0.48748368,0.30172345,0.81469131,0.47329915,0.60000002,0.72890359,0.15405287,0.49875736,0.3302767,0.67791766,0.56782317,0.60000002,0.31556061,0.41044116,0.06608661,0.72011548,0.43031734,0.30000001,0.43206146,0.44019899,0.15691601,0.70569909,0.3804892,0.30000001,0.38082531,0.51396441,0.10859598,0.76979774,0.53116578,0.30000001
0.39716044,0.643707813,0.206166438,0.219059248,0.19658746,0.27459624,0.54001689,0.47650161,0.12225879,0.54147899,0.30631098,0.62268186,0.28321248,0.50475913,0.30217162,0.14951317,0.3036578,0.37091881,0.58649468,0.73181868,0.1630988,0.21505332,0.15034373,0.17374216,0.27491972,0.48810199,0.40382448,0.33365434,0.1894632,0.41634616,0.4066892,0.6526041,0.45646667,0.56551051,0.05726885,0.69128066,0.43419579,0.40783739,0.08755368,0.55812556,0.1812586,0.56604731,0.97045273,0.5561474,0.59252018,0.06640128,0.55239493,0.21583004,0.83311254,0.38563624,0.57103509,0.49839303,0.39129722,0.31668964,0.35748002,0.76617056,0.5515238,0.5561474,0.56567639,0.51024723,0.21607624,0.65281725,0.29677072,0.37724844,0.53847075,0.31046069,0.01603996,0.81465518,0.23853041,0.23925562,0.29105586,0.25987837,0.1778582,0.76038051,0.29724064,0.3219263
0.597258242,0.851283594,0.116762283,0.142274256,0.18342926,0.15997592,0.37023705,0.29761419,0.28664792,0.62661213,0.34415337,0.32346037,0.39294291,0.42300004,0.33751214,0.27317509,0.27108654,0.25015995,0.45201865,0.48816085,0.31491446,0.25044429,0.11949844,0.1667484,0.31786668,0.47781873,0.21778202,0.25338626,0.3960366,0.26943055,0.49201545,0.65286326,0.32730171,0.24870722,0.11267633,0.67301846,0.28897491,0.51526016,0.03189772,0.73761159,0.29761249,0.38247609,0.68541741,0.63047761,0.67686528,0.13150568,0.53612238,0.22585428,0.86116815,0.18814188,0.62454367,0.6826188,0.04956538,0.54764575,0.63509774,0.47810388,0.49068585,0.63047761,0.46669185,0.48554322,0.17866559,0.80931807,0.39525014,0.30204561,0.45802036,0.51270574,0.01743292,0.75791824,0.49943659,0.28476119,0.40803912,0.46207052,0.14792749,0.69292438,0.23613413,0.18725349
0.116720879,0.506763281,0.456482349,0.343458818,0.41944548,0.67085266,0.74446553,0.46646696,0.14553894,0.30027291,0.274676,0.59828234,0.29415622,0.45402938,0.15403984,0.55817312,0.57813859,0.54745293,0.44566098,0.42338571,0.25134629,0.0329639,0.37445006,0.18238504,0.18188885,0.4092128,0.43707845,0.39660469,0.26557574,0.42283878,0.66202474,0.51555866,0.34717134,0.39839986,0.44730017,0.60668272,0.36433202,0.34859687,0.06708558,0.58878171,0.29807982,0.59384727,0.71426541,0.6721217,0.42664832,0.1145452,0.51320535,0.27015916,0.65595239,0.62380326,0.64957464,0.60885775,0.19794419,0.47597799,0.39479956,0.70006788,0.61796141,0.55259222,0.43911704,0.46406031,0.16331416,0.67419732,0.53006214,0.27097094,0.19621824,0.53038257,0.08226434,0.6526975,0.70888138,0.27097094,0.37079301,0.33073732,0.10460026,0.68057996,0.8246125,0.27097094
0.563998901,0.781607813,0.106873659,0.157036231,0.17984961,0.16543876,0.3961066,0.30020046,0.30577108,0.61989105,0.34657151,0.71175432,0.20498876,0.51669264,0.21241143,0.37630948,0.38596797,0.53593832,0.56268388,0.69604331,0.10340901,0.34764555,0.2100414,0.15424977,0.23265706,0.3868925,0.43238336,0.31681848,0.16967902,0.40045887,0.54845178,0.61840254,0.42014939,0.43922627,0.32357326,0.77121252,0.39392304,0.41432682,0.15101264,0.60711247,0.21773712,0.68527859,0.89139795,0.49613681,0.56136954,0.08143143,0.5351398,0.17062622,0.67239654,0.59214216,0.46915892,0.54096854,0.3775394,0.30673647,0.14803664,0.73293209,0.66260129,0.45524162,0.42127147,0.41479817,0.08762166,0.64834309,0.43591443,0.3519316,0.4295738,0.50391471,0.05173097,0.84611893,0.41790625,0.27839425,0.33858207,0.38320106,0.13074011,0.82345706,0.55695367,0.37495002
0.607869231,0.826103906,0.077097624,0.149602574,0.17285541,0.14437367,0.34941143,0.2469538,0.32281181,0.63163018,0.3331722,0.67298424,0.22817641,0.52148151,0.25238395,0.28598759,0.36167762,0.40484679,0.58157438,0.60732788,0.12324763,0.20296092,0.23830298,0.08857227,0.28396222,0.47408763,0.39343989,0.31058621,0.19103771,0.31836599,0.50193369,0.64045912,0.44508213,0.55577081,0.22518627,0.69800073,0.39717233,0.41416377,0.11393791,0.5852775,0.19587319,0.65146852,0.97915298,0.55387509,0.58678347,0.07430588,0.53165716,0.18479966,0.71101135,0.48172334,0.5533123,0.53086454,0.32769606,0.34377953,0.30448708,0.74641097,0.65417176,0.55387509,0.46219867,0.49566954,0.08680317,0.66407675,0.40645158,0.32306245,0.46052691,0.31156749,0.04466309,0.84438413,0.33126873,0.32306245,0.32338092,0.36736602,0.1248518,0.85312837,0.50234658,0.33328477
